page path,document type,document supertype,number of sessions that visit this page,number of sessions where this page is an entrance hit,number of sessions where this page is an exit hit,number of sessions where this page is both an entrance and exit hit,tfdf_max
/contract-types-and-employer-responsibilities/fulltime-and-parttime-contracts,guide,services,34,2,0,0,6.0
/employment-contracts-and-conditions/problems-with-a-written-statement,guide,services,59,9,0,0,6.0
/browse/driving/driving-uk-and-abroad,mainstream_browse_page,other,19,1,0,0,6.0
/world/pakistan,taxon,other,6,2,0,0,6.0
/uk-family-visa/partner-spouse,guide,services,82,13,9,1,6.0
/tax-come-to-uk,answer,services,37,1,5,0,6.0
/guidance/temporary-jobcentres-during-the-coronavirus-covid-19-pandemic,detailed_guide,guidance and regulation,43,18,12,0,6.0
/health-care-worker-visa/how-much-it-costs,guide,services,27,1,1,0,6.0
/manage-child-maintenance-case,guide,services,24,5,2,0,6.0
/repaying-your-student-loan/what-you-pay,guide,services,18,5,1,0,6.0
/get-vehicle-information-from-dvla,transaction,services,36,7,11,1,6.0
/browse/visas-immigration/arriving-in-the-uk,mainstream_browse_page,other,75,2,1,0,6.0
/government/publications/disability-living-allowance-for-children-claim-form,form,services,19,3,7,0,6.0
/foreign-travel-advice/france,travel_advice,guidance and regulation,29,4,6,0,6.0
/moving-from-benefits-to-work/job-search-programmes,guide,services,105,11,7,0,6.0
/browse/driving/businesses,mainstream_browse_page,other,17,0,0,0,6.0
/paye-forms-p45-p60-p11d/p11d,guide,services,42,1,1,0,6.0
/renounce-british-nationality/resume-your-british-nationality,guide,services,16,1,1,0,6.0
/disability-premiums/how-to-claim,guide,services,233,15,10,3,6.0
/healthcare-immigration-application/refunds,guide,services,23,2,7,0,6.0
/types-of-british-nationality,guide,services,29,2,1,0,6.0
/uk-visa-sponsorship-employers/eligibility,guide,services,54,2,0,0,6.0
/search-for-trademark,answer,services,15,5,1,0,6.0
/browse/citizenship/government,mainstream_browse_page,other,132,2,3,0,6.0
/national-curriculum,guide,services,16,1,1,0,6.0
/new-employee/late-p45,guide,services,14,0,2,0,6.0
/temporary-worker-creative-and-sporting-visa,guide,services,27,2,0,0,6.0
/guidance/working-safely-during-covid-19,manual,guidance and regulation,59,5,7,0,6.0
/apply-for-council-housing,local_transaction,services,63,21,6,4,6.0
/maternity-pay-leave/extra-help,guide,services,83,5,8,0,6.0
/government/publications/how-to-rent,guidance,guidance and regulation,8,0,1,0,6.0
/skilled-worker-visa/if-you-work-in-healthcare-or-education,guide,services,54,1,2,0,6.0
/tax-on-pension/how-your-tax-is-paid,guide,services,60,11,5,0,6.0
/student-finance/new-fulltime-students,guide,services,46,9,3,0,6.0
/browse/tax/capital-gains,mainstream_browse_page,other,52,1,0,0,6.0
/apply-standard-visitor-visa,step_by_step_nav,services,28,4,0,0,6.0
/apply-to-come-to-the-uk/getting-a-decision-on-your-application,guide,services,42,3,5,0,6.0
/report-unfit-work-children-vulnerable-adults,answer,services,102,7,2,0,6.0
/government/publications/apply-to-the-eu-settlement-scheme-by-post-or-email,form,services,13,1,1,0,6.0
/courses-qualifications,local_transaction,services,138,40,11,2,6.0
/government/publications/find-a-free-level-3-qualification/list-of-colleges-and-training-providers-able-to-offer-free-places-for-level-3-qualifications,html_publication,other,90,24,6,0,6.0
/tb-test-visa,guide,services,16,2,3,0,6.0
/government/publications/dbs-certificate-reprint-guide/dbs-certificate-reprint-guide,html_publication,other,116,33,26,4,6.0
/topic/further-education-skills/learning-records-service,topic,other,228,10,91,82,6.0
/browse/disabilities/carers,mainstream_browse_page,other,74,0,1,0,6.0
/topic/crime-policing/criminal-record-disclosure,topic,other,125,6,5,0,6.0
/guidance/tell-hmrc-and-pay-the-self-employment-income-support-scheme-grant-back,detailed_guide,guidance and regulation,8,2,1,0,6.0
/government/publications/form-an-guidance,guidance,guidance and regulation,25,3,2,0,6.0
/repaying-your-student-loan/update-your-employment-details,guide,services,12,2,5,1,6.0
/government/organisations/ministry-of-housing-communities-and-local-government,organisation,other,15,1,2,0,6.0
/browse/visas-immigration/tourist-short-stay-visas,mainstream_browse_page,other,155,5,5,1,6.0
/student-visa/money,guide,services,44,5,4,0,6.0
/government/publications/covid-19-free-of-charge-dbs-applications-and-fast-track-barred-list-check-service,guidance,guidance and regulation,252,49,92,6,6.0
/employers-maternity-pay-leave,guide,services,48,5,13,0,6.0
/holiday-entitlement-rights/booking-time-off-,guide,services,82,13,8,8,6.0
/universal-credit/how-youre-paid,guide,services,369,32,4,0,6.0
/browse/environment-countryside,mainstream_browse_page,other,81,2,1,0,6.0
/understanding-your-pay/working-out-your-pay,guide,services,39,5,3,0,6.0
/foreign-travel-advice/italy,travel_advice,guidance and regulation,26,5,3,3,6.0
/government/publications/requests-for-personal-data-uk-visas-and-immigration/request-personal-information-held-by-uk-visas-and-immigration,html_publication,other,10,1,3,0,6.0
/uk-family-visa/proof-income,guide,services,27,0,4,0,6.0
/government/publications/universal-credit-if-you-have-a-disability-or-health-condition-quick-guide,guidance,guidance and regulation,30,3,3,0,6.0
/government/organisations/hm-revenue-customs/contact/get-help-from-hmrc-s-extra-support-team,contact,other,16,6,2,0,6.0
/tax-codes/what-your-tax-code-means,guide,services,52,7,0,0,6.0
/industrial-injuries-disablement-benefit/further-information,guide,services,14,1,1,0,6.0
/log-in-file-self-assessment-tax-return/sign-in/prove-identity,service_sign_in,other,102,39,1,0,6.0
/guidance/disability-confident-how-to-sign-up-to-the-employer-scheme,detailed_guide,guidance and regulation,12,2,2,1,6.0
/income-tax-rates/income-over-100000,guide,services,12,1,1,0,6.0
/government/organisations/home-office/about/recruitment,recruitment,other,31,4,15,4,6.0
/support-for-mortgage-interest/what-youll-get,guide,services,19,1,2,0,6.0
/appeal-call-up-reserve-forces,guide,services,33,2,0,0,6.0
/married-couples-allowance,guide,services,23,6,1,0,6.0
/government/publications/indefinite-leave-to-remain-calculating-continuous-period-in-uk,guidance,guidance and regulation,6,1,2,0,6.0
/national-concessionary-fuel-scheme,guide,services,20,0,0,0,5.0
/tier-1-entrepreneur,guide,services,23,0,2,0,5.0
/government/publications/traineeship-employer-incentive-registration-form,guidance,guidance and regulation,10,1,0,1,5.0
/get-childcare,step_by_step_nav,services,16,0,0,0,5.0
/affordable-home-ownership-schemes,guide,services,18,1,5,1,5.0
/visa-fees,transaction,services,27,5,1,1,5.0
/data-protection,guide,services,62,9,5,0,5.0
/browse/business/business-tax,mainstream_browse_page,other,26,0,0,1,5.0
/private-renting/document-checks,guide,services,111,10,4,0,5.0
/government/collections/universal-credit-detailed-information-for-claimants,document_collection,other,23,0,0,0,5.0
/register-creditor-bankruptcy,answer,services,3,0,0,0,5.0
/advanced-learner-loan/eligibility,guide,services,98,12,5,0,5.0
/government/collections/plan-for-jobs-skills-employment-and-support-programmes-for-jobseekers,document_collection,other,60,4,8,1,5.0
/guidance/set-up-and-run-a-limited-partnership,detailed_guide,guidance and regulation,3,1,0,0,5.0
/government/publications/right-to-work-checks-code-of-practice-on-avoiding-discrimination,guidance,guidance and regulation,14,6,0,0,5.0
/help/privacy-notice,help_page,other,7,1,0,0,5.0
/permanent-residence-document-eu-eea,answer,services,28,2,10,0,5.0
/government/publications/dwp-debt-management-performance-data/dwp-debt-management-customer-service-standards,html_publication,other,22,5,5,2,5.0
/government/publications/uk-points-based-immigration-system-further-details-statement/uk-points-based-immigration-system-further-details-statement,html_publication,other,12,3,2,0,5.0
/government/publications/claiming-discretionary-housing-payments,guidance,guidance and regulation,23,2,1,0,5.0
/guardians-allowance,guide,services,29,0,1,0,5.0
/government/organisations/land-registry,organisation,other,16,2,10,0,5.0
/browse/education/school-life,mainstream_browse_page,other,51,2,0,0,5.0
/government/publications/rates-and-allowances-national-insurance-contributions/rates-and-allowances-national-insurance-contributions,html_publication,other,61,16,7,0,5.0
/volunteering/volunteers-rights,guide,services,113,17,15,5,5.0
/guidance/the-uks-points-based-immigration-system-information-for-eu-citizens.pl,detailed_guide,guidance and regulation,13,1,8,0,5.0
/claim-benefits-abroad/maternity-and-childcare-benefits,guide,services,11,1,1,0,5.0
/government/publications/applying-for-a-uk-visa-in-hong-kong/5315535,html_publication,other,8,1,4,0,5.0
/youth-mobility/eligibility,guide,services,34,1,1,0,5.0
/topic/work-careers/secondments-with-government,topic,other,34,1,3,3,5.0
/log-in-register-hmrc-online-services/problems-signing-in,guide,services,92,10,11,1,5.0
/guidance/universal-credit-and-families-with-more-than-2-children-information-for-claimants,detailed_guide,guidance and regulation,16,2,1,0,5.0
/find-regional-passport-office,place,services,16,3,0,0,5.0
/government/organisations/hm-revenue-customs/contact/statutory-payment-dispute-team,contact,other,37,9,2,0,5.0
/widowed-parents-allowance,guide,services,22,2,0,0,5.0
/state-pension/inheritance,guide,services,154,9,1,0,5.0
/browse/tax/inheritance-tax,mainstream_browse_page,other,29,1,1,0,5.0
/self-employed-records/how-long-to-keep-your-records,guide,services,11,0,1,0,5.0
/tax-relief-for-employees/uniforms-work-clothing-and-tools,guide,services,23,8,2,0,5.0
/browse/citizenship/voting,mainstream_browse_page,other,24,0,0,0,5.0
/government/collections/citizenship-application-forms,document_collection,other,22,1,0,0,5.0
/minimum-wage-different-types-work/paid-by-the-hour,guide,services,52,4,4,0,5.0
/world/hong-kong,taxon,other,3,0,0,0,5.0
/support-for-mortgage-interest/eligibility,guide,services,19,2,1,0,5.0
/personal-data-my-employer-can-keep-about-me,answer,services,28,7,3,0,5.0
/government/publications/budget-2021-documents/budget-2021-html,html_publication,other,2,0,2,0,5.0
/plan-retirement-income/your-pension-options,guide,services,46,4,1,0,5.0
/running-a-limited-company/taking-money-out-of-a-limited-company,guide,services,6,0,0,0,5.0
/student-finance/parttime-students,guide,services,20,2,0,0,5.0
/savings-for-children,answer,services,11,0,0,0,5.0
/government/publications/universal-credit-work-allowances/universal-credit-work-allowances,html_publication,other,36,10,13,3,5.0
/guidance/visa-decision-waiting-times-applications-inside-the-uk,detailed_guide,guidance and regulation,38,9,9,2,5.0
/healthcare-immigration-application/pay,guide,services,17,3,0,0,5.0
/family-permit/apply-lived-outside-uk-with-british-citizen,guide,services,7,1,0,0,5.0
/uk-family-visa/provide-information,guide,services,19,2,3,0,5.0
/browse/housing-local-services/landlords,mainstream_browse_page,other,38,1,1,0,5.0
/check-university-award-degree/recognised-bodies,guide,services,17,1,1,0,5.0
/topic/mot/being-mot-tester,topic,other,3,0,0,0,5.0
/social-work-bursaries,guide,services,23,2,0,0,5.0
/self-assessment-forms-and-helpsheets,answer,services,25,1,3,0,5.0
/guidance/eu-settlement-scheme-uk-tax-and-benefits-records-automated-check,detailed_guide,guidance and regulation,50,1,5,0,5.0
/government/publications/attendance-allowance-claim-form,form,services,46,13,1,1,5.0
/government/publications/paye-draft-forms-p45,guidance,guidance and regulation,6,3,0,0,5.0
/guidance/new-style-employment-and-support-allowance-detailed-guide,detailed_guide,guidance and regulation,19,5,4,0,5.0
/british-passport-eligibility,answer,services,33,1,1,0,5.0
/redundancy-your-rights/being-selected-for-redundancy,guide,services,119,13,4,1,5.0
/government/publications/capability-for-work-questionnaire,form,services,31,5,4,1,5.0
/national-minimum-wage/employers-and-the-minimum-wage,guide,services,75,14,2,0,5.0
/visa-to-study-english,guide,services,26,0,1,0,5.0
/take-practice-theory-test,answer,services,35,18,4,0,5.0
/dismiss-staff/unfair-dismissals,guide,services,15,0,3,1,5.0
/guidance/indefinite-leave-to-remain-in-the-uk,detailed_guide,guidance and regulation,62,7,16,2,5.0
/foreign-travel-advice/spain,travel_advice,guidance and regulation,41,5,6,2,5.0
/government/collections/local-housing-allowance-lha-rates,document_collection,other,5,0,0,0,5.0
/apply-for-council-tax-discount,local_transaction,services,38,10,3,1,5.0
/employment/working,taxon,other,19,0,0,0,5.0
/standard-visitor-visa/apply,guide,services,46,11,3,0,5.0
/intensive-personalised-employment-support,guide,services,152,20,33,8,5.0
/tax-free-childcare,answer,services,28,2,6,0,5.0
/guidance/the-highway-code,manual,guidance and regulation,22,0,0,0,5.0
/government/organisations/welsh-government,organisation,other,4,0,2,0,5.0
/advanced-learner-loan/what-youll-get,guide,services,49,3,2,0,5.0
/browse/business/limited-company,mainstream_browse_page,other,15,1,0,0,5.0
/tax-on-pension/higher-tax-on-unauthorised-payments,guide,services,31,3,0,0,5.0
/student-visa/knowledge-of-english,guide,services,15,1,1,0,5.0
/guidance/the-uks-points-based-immigration-system-information-for-eu-citizens,detailed_guide,guidance and regulation,22,1,8,1,5.0
/government/collections/employed-or-self-employed,document_collection,other,5,0,1,0,5.0
/guidance/apprenticeship-funding-rules-for-employers/annex-a-eligibility-criteria-who-we-fund,manual,guidance and regulation,14,4,6,1,5.0
/mortgage-interest-run-on,guide,services,14,0,0,0,5.0
/tax-codes/emergency-tax-codes,guide,services,49,5,7,1,5.0
/financial-help-disabled/armed-forces-compensation,guide,services,7,2,0,0,5.0
/guidance/living-in-italy,detailed_guide,guidance and regulation,7,0,1,2,5.0
/get-help-with-court-fees,transaction,services,8,1,0,0,5.0
/fixed-term-contracts,guide,services,65,7,3,1,5.0
/apply-for-student-finance/household-income,guide,services,7,1,0,0,5.0
/uk-border-control/before-you-leave-for-the-uk,guide,services,66,2,7,0,5.0
/running-payroll/payments,guide,services,20,2,1,0,5.0
/inheritance-tax,guide,services,30,4,4,0,5.0
/government/organisations/border-force,organisation,other,18,0,6,1,5.0
/guidance/using-your-uk-visas-and-immigration-account,detailed_guide,guidance and regulation,65,8,12,0,5.0
/get-copy-military-service-records,guide,services,68,2,16,11,5.0
/government/collections/dbs-update-service-promotional-material,document_collection,other,72,18,6,0,5.0
/get-tax-free-childcare,step_by_step_nav,services,31,2,6,2,5.0
/disabled-students-allowances-assessment-centre,place,services,4,0,1,0,5.0
/family-permit/after-family-permit,guide,services,22,0,0,0,5.0
/nhs-bursaries,guide,services,23,3,1,0,5.0
/continuous-employment-what-it-is,answer,services,67,6,1,0,5.0
/contracted-out/new-state-pension,guide,services,58,4,1,0,5.0
/settled-status-eu-citizens-families/if-you-have-permanent-residence-or-indefinite-leave-to-remain,guide,services,136,12,4,0,5.0
/student-jobs-paying-tax,answer,services,113,15,19,2,5.0
/register-birth/birth-certificates,guide,services,11,1,1,0,5.0
/employer-preventing-discrimination,guide,services,37,5,0,0,5.0
/skilled-worker-visa/update-your-visa-if-you-change-job-or-employer,guide,services,19,4,2,0,5.0
/foreign-travel-advice/portugal/entry-requirements,travel_advice,guidance and regulation,13,1,4,0,5.0
/teacher-training-funding,answer,services,28,3,3,0,5.0
/topic/benefits-credits/child-benefit,topic,other,25,2,1,0,5.0
/driving-nongb-licence,simple_smart_answer,services,28,0,6,0,5.0
/working-tax-credit/what-youll-get,guide,services,63,2,2,0,5.0
/government/organisations/department-for-business-energy-and-industrial-strategy,organisation,other,19,0,6,0,5.0
/guidance/coronavirus-covid-19-getting-tested,detailed_guide,guidance and regulation,10,2,1,0,5.0
/report-cash-in-hand-pay,answer,services,79,4,7,5,5.0
/self-assessment-tax-returns/get-help,guide,services,12,0,2,0,5.0
/government/publications/apprenticeship-recruitment-employers-and-training-organisations,guidance,guidance and regulation,70,32,1,0,5.0
/pip/claiming-pip-if-youre-terminally-ill,guide,services,46,5,2,0,5.0
/guidance/manage-a-registered-pension-scheme,detailed_guide,guidance and regulation,12,3,1,0,5.0
/government/publications/employers-could-you-offer-work-experience,guidance,guidance and regulation,8,0,0,0,5.0
/income-tax/how-you-pay-income-tax,guide,services,55,3,2,0,5.0
/guidance/immigration-rules/immigration-rules-part-4-work-experience,manual,guidance and regulation,8,0,0,0,5.0
/transferring-your-pension,guide,services,121,26,9,11,5.0
